Member_name,verb_type,Calss ID
pronounce,Pronounce and Articulate Verbss,pronounce-29.3.1
say,Pronounce and Articulate Verbss,pronounce-29.3.1
spell,Pronounce and Articulate Verbss,pronounce-29.3.1
book,Prosecute and Defend Verbss,prosecute-33.2
bust,Prosecute and Defend Verbss,prosecute-33.2
collar,Prosecute and Defend Verbss,prosecute-33.2
impeach,Prosecute and Defend Verbss,prosecute-33.2
nab,Prosecute and Defend Verbss,prosecute-33.2
penalize,Prosecute and Defend Verbss,prosecute-33.2
report,Prosecute and Defend Verbss,prosecute-33.2
sanction,Prosecute and Defend Verbss,prosecute-33.2
heave,Push and Pull Verbss,push-12
arrange,Verbs of Putting,put-9.1
emplace,Verbs of Putting,put-9.1
immerse,Verbs of Putting,put-9.1
implant,Verbs of Putting,put-9.1
lodge,Verbs of Putting,put-9.1
mount,Verbs of Putting,put-9.1
position,Verbs of Putting,put-9.1
situate,Verbs of Putting,put-9.1
sling,Verbs of Putting,put-9.1
station,Verbs of Putting,put-9.1
superimpose,Verbs of Putting,put-9.1
tack_on,Verbs of Putting,put-9.1
wharf,Verbs of Putting,put-9.1
drop,Verbs of Putting,put_direction-9.4
drive,Verbs of Putting,put_direction-9.4
elevate,Verbs of Putting,put_direction-9.4
heel,Verbs of Putting,put_direction-9.4
hoist,Verbs of Putting,put_direction-9.4
lift,Verbs of Putting,put_direction-9.4
lower,Verbs of Putting,put_direction-9.4
raise,Verbs of Putting,put_direction-9.4
back,Verbs of Putting,put_direction-9.4
balance,Verbs of Putting,put_spatial-9.2
bend,Verbs of Putting,put_spatial-9.2
dangle,Verbs of Putting,put_spatial-9.2
droop,Verbs of Putting,put_spatial-9.2
flop,Verbs of Putting,put_spatial-9.2
fly,Verbs of Putting,put_spatial-9.2
hang,Verbs of Putting,put_spatial-9.2
lay,Verbs of Putting,put_spatial-9.2
lean,Verbs of Putting,put_spatial-9.2
nestle,Verbs of Putting,put_spatial-9.2
open,Verbs of Putting,put_spatial-9.2
perch,Verbs of Putting,put_spatial-9.2
plop,Verbs of Putting,put_spatial-9.2
prop,Verbs of Putting,put_spatial-9.2
project,Verbs of Putting,put_spatial-9.2
recline,Verbs of Putting,put_spatial-9.2
rest,Verbs of Putting,put_spatial-9.2
sit,Verbs of Putting,put_spatial-9.2
slope,Verbs of Putting,put_spatial-9.2
sprawl,Verbs of Putting,put_spatial-9.2
stand,Verbs of Putting,put_spatial-9.2
straddle,Verbs of Putting,put_spatial-9.2
suspend,Verbs of Putting,put_spatial-9.2
swing,Verbs of Putting,put_spatial-9.2
tilt,Verbs of Putting,put_spatial-9.2
underlay,Verbs of Putting,put_spatial-9.2
reach,Verbs of Motion,reach-51.8
hit,Verbs of Motion,reach-51.8
make,Verbs of Motion,reach-51.8
breast,Verbs of Motion,reach-51.8
grow,Rear and Raise Verbss,rear-26.2.2
nurture,Rear and Raise Verbss,rear-26.2.2
raise,Rear and Raise Verbss,rear-26.2.2
rear,Rear and Raise Verbss,rear-26.2.2
return,Reciprocate and Respond Verbss,reciprocate-112
announce,"Verbs of Appearance, Disappearance, and Occurrence",reflexive_appearance-48.1.2
assert,"Verbs of Appearance, Disappearance, and Occurrence",reflexive_appearance-48.1.2
declare,"Verbs of Appearance, Disappearance, and Occurrence",reflexive_appearance-48.1.2
define,"Verbs of Appearance, Disappearance, and Occurrence",reflexive_appearance-48.1.2
display,"Verbs of Appearance, Disappearance, and Occurrence",reflexive_appearance-48.1.2
exhibit,"Verbs of Appearance, Disappearance, and Occurrence",reflexive_appearance-48.1.2
expose,"Verbs of Appearance, Disappearance, and Occurrence",reflexive_appearance-48.1.2
express,"Verbs of Appearance, Disappearance, and Occurrence",reflexive_appearance-48.1.2
flaunt,"Verbs of Appearance, Disappearance, and Occurrence",reflexive_appearance-48.1.2
form,"Verbs of Appearance, Disappearance, and Occurrence",reflexive_appearance-48.1.2
intrude,"Verbs of Appearance, Disappearance, and Occurrence",reflexive_appearance-48.1.2
manifest,"Verbs of Appearance, Disappearance, and Occurrence",reflexive_appearance-48.1.2
offer,"Verbs of Appearance, Disappearance, and Occurrence",reflexive_appearance-48.1.2
pose,"Verbs of Appearance, Disappearance, and Occurrence",reflexive_appearance-48.1.2
present,"Verbs of Appearance, Disappearance, and Occurrence",reflexive_appearance-48.1.2
proffer,"Verbs of Appearance, Disappearance, and Occurrence",reflexive_appearance-48.1.2
propose,"Verbs of Appearance, Disappearance, and Occurrence",reflexive_appearance-48.1.2
reassert,"Verbs of Appearance, Disappearance, and Occurrence",reflexive_appearance-48.1.2
recommend,"Verbs of Appearance, Disappearance, and Occurrence",reflexive_appearance-48.1.2
reveal,"Verbs of Appearance, Disappearance, and Occurrence",reflexive_appearance-48.1.2
shape,"Verbs of Appearance, Disappearance, and Occurrence",reflexive_appearance-48.1.2
show,"Verbs of Appearance, Disappearance, and Occurrence",reflexive_appearance-48.1.2
suggest,"Verbs of Appearance, Disappearance, and Occurrence",reflexive_appearance-48.1.2
refrain,Refrain Verbs,refrain-69
abstain,Refrain Verbs,refrain-69
desist,Refrain Verbs,refrain-69
forbear,Refrain Verbs,refrain-69
walk_through,Verbs of Creation and Transformation,rehearse-26.8
repeat,Verbs of Creation and Transformation,rehearse-26.8
decline,Reject and Accept Verbss,reject-77.2
rebuff,Reject and Accept Verbss,reject-77.2
refuse,Reject and Accept Verbss,reject-77.2
turn-down,Reject and Accept Verbss,reject-77.2
rely,Rely Verbs,rely-70
depend,Rely Verbs,rely-70
bank,Rely Verbs,rely-70
bargain,Rely Verbs,rely-70
count,Rely Verbs,rely-70
figure,Rely Verbs,rely-70
reckon,Rely Verbs,rely-70
bet,Rely Verbs,rely-70
gamble,Rely Verbs,rely-70
take_a_chance,Rely Verbs,rely-70
wager,Rely Verbs,rely-70
abase,Remedy and Cause Verbss,remedy-45.7
africanize,Remedy and Cause Verbss,remedy-45.7
alcoholize,Remedy and Cause Verbss,remedy-45.7
alleviate,Remedy and Cause Verbss,remedy-45.7
anesthetize,Remedy and Cause Verbss,remedy-45.7
animate,Remedy and Cause Verbss,remedy-45.7
backfill,Remedy and Cause Verbss,remedy-45.7
bastardize,Remedy and Cause Verbss,remedy-45.7
bedew,Remedy and Cause Verbss,remedy-45.7
blast,Remedy and Cause Verbss,remedy-45.7
blemish,Remedy and Cause Verbss,remedy-45.7
bloody,Remedy and Cause Verbss,remedy-45.7
botch,Remedy and Cause Verbss,remedy-45.7
bowdlerize,Remedy and Cause Verbss,remedy-45.7
bring-out,Remedy and Cause Verbss,remedy-45.7
bring-up,Remedy and Cause Verbss,remedy-45.7
bungle,Remedy and Cause Verbss,remedy-45.7
capacitate,Remedy and Cause Verbss,remedy-45.7
carbonify,Remedy and Cause Verbss,remedy-45.7
castrate,Remedy and Cause Verbss,remedy-45.7
catholicize,Remedy and Cause Verbss,remedy-45.7
cauterize,Remedy and Cause Verbss,remedy-45.7
chamfer,Remedy and Cause Verbss,remedy-45.7
chlorinate,Remedy and Cause Verbss,remedy-45.7
christianize,Remedy and Cause Verbss,remedy-45.7
circumcise,Remedy and Cause Verbss,remedy-45.7
circumscribe,Remedy and Cause Verbss,remedy-45.7
coif,Remedy and Cause Verbss,remedy-45.7
commercialize,Remedy and Cause Verbss,remedy-45.7
configure,Remedy and Cause Verbss,remedy-45.7
constipate,Remedy and Cause Verbss,remedy-45.7
constringe,Remedy and Cause Verbss,remedy-45.7
construct,Remedy and Cause Verbss,remedy-45.7
contextualize,Remedy and Cause Verbss,remedy-45.7
correct,Remedy and Cause Verbss,remedy-45.7
counteract,Remedy and Cause Verbss,remedy-45.7
cremate,Remedy and Cause Verbss,remedy-45.7
deafen,Remedy and Cause Verbss,remedy-45.7
debase,Remedy and Cause Verbss,remedy-45.7
deconstruct,Remedy and Cause Verbss,remedy-45.7
dehumidify,Remedy and Cause Verbss,remedy-45.7
delineate,Remedy and Cause Verbss,remedy-45.7
demean,Remedy and Cause Verbss,remedy-45.7
dement,Remedy and Cause Verbss,remedy-45.7
demobilize,Remedy and Cause Verbss,remedy-45.7
desalinate,Remedy and Cause Verbss,remedy-45.7
desensitize,Remedy and Cause Verbss,remedy-45.7
diffract,Remedy and Cause Verbss,remedy-45.7
disable,Remedy and Cause Verbss,remedy-45.7
dishevel,Remedy and Cause Verbss,remedy-45.7
disinfect,Remedy and Cause Verbss,remedy-45.7
disinter,Remedy and Cause Verbss,remedy-45.7
dispel,Remedy and Cause Verbss,remedy-45.7
dislocate,Remedy and Cause Verbss,remedy-45.7
disorganize,Remedy and Cause Verbss,remedy-45.7
edify,Remedy and Cause Verbss,remedy-45.7
emasculate,Remedy and Cause Verbss,remedy-45.7
embitter,Remedy and Cause Verbss,remedy-45.7
embrocate,Remedy and Cause Verbss,remedy-45.7
enhance,Remedy and Cause Verbss,remedy-45.7
enunciate,Remedy and Cause Verbss,remedy-45.7
eternalize,Remedy and Cause Verbss,remedy-45.7
eternize,Remedy and Cause Verbss,remedy-45.7
europeanize,Remedy and Cause Verbss,remedy-45.7
exacerbate,Remedy and Cause Verbss,remedy-45.7
exhume,Remedy and Cause Verbss,remedy-45.7
expropriate,Remedy and Cause Verbss,remedy-45.7
fanaticize,Remedy and Cause Verbss,remedy-45.7
federalize,Remedy and Cause Verbss,remedy-45.7
fertilize,Remedy and Cause Verbss,remedy-45.7
flouridate,Remedy and Cause Verbss,remedy-45.7
fortify,Remedy and Cause Verbss,remedy-45.7
grade,Remedy and Cause Verbss,remedy-45.7
humanize,Remedy and Cause Verbss,remedy-45.7
humidify,Remedy and Cause Verbss,remedy-45.7
hydrogenate,Remedy and Cause Verbss,remedy-45.7
ice,Remedy and Cause Verbss,remedy-45.7
immortalize,Remedy and Cause Verbss,remedy-45.7
inactivate,Remedy and Cause Verbss,remedy-45.7
incinerate,Remedy and Cause Verbss,remedy-45.7
inseminate,Remedy and Cause Verbss,remedy-45.7
inspissate,Remedy and Cause Verbss,remedy-45.7
invert,Remedy and Cause Verbss,remedy-45.7
iodize,Remedy and Cause Verbss,remedy-45.7
light,Remedy and Cause Verbss,remedy-45.7
manure,Remedy and Cause Verbss,remedy-45.7
marginalize,Remedy and Cause Verbss,remedy-45.7
mechanize,Remedy and Cause Verbss,remedy-45.7
medicate,Remedy and Cause Verbss,remedy-45.7
militarize,Remedy and Cause Verbss,remedy-45.7
mineralize,Remedy and Cause Verbss,remedy-45.7
miniaturize,Remedy and Cause Verbss,remedy-45.7
minimize,Remedy and Cause Verbss,remedy-45.7
mishandle,Remedy and Cause Verbss,remedy-45.7
mismanage,Remedy and Cause Verbss,remedy-45.7
motorize,Remedy and Cause Verbss,remedy-45.7
muddy,Remedy and Cause Verbss,remedy-45.7
mummify,Remedy and Cause Verbss,remedy-45.7
mute,Remedy and Cause Verbss,remedy-45.7
nasalize,Remedy and Cause Verbss,remedy-45.7
nitrify,Remedy and Cause Verbss,remedy-45.7
objectify,Remedy and Cause Verbss,remedy-45.7
obscure,Remedy and Cause Verbss,remedy-45.7
obviate,Remedy and Cause Verbss,remedy-45.7
overshadow,Remedy and Cause Verbss,remedy-45.7
oxygenate,Remedy and Cause Verbss,remedy-45.7
paralyze,Remedy and Cause Verbss,remedy-45.7
pasteurize,Remedy and Cause Verbss,remedy-45.7
perfect,Remedy and Cause Verbss,remedy-45.7
perpetuate,Remedy and Cause Verbss,remedy-45.7
pink,Remedy and Cause Verbss,remedy-45.7
pollard,Remedy and Cause Verbss,remedy-45.7
popularize,Remedy and Cause Verbss,remedy-45.7
prejudge,Remedy and Cause Verbss,remedy-45.7
prettify,Remedy and Cause Verbss,remedy-45.7
publicize,Remedy and Cause Verbss,remedy-45.7
raise,Remedy and Cause Verbss,remedy-45.7
reanimate,Remedy and Cause Verbss,remedy-45.7
rectify,Remedy and Cause Verbss,remedy-45.7
redact,Remedy and Cause Verbss,remedy-45.7
refract,Remedy and Cause Verbss,remedy-45.7
regularize,Remedy and Cause Verbss,remedy-45.7
remaster,Remedy and Cause Verbss,remedy-45.7
remedy,Remedy and Cause Verbss,remedy-45.7
repair,Remedy and Cause Verbss,remedy-45.7
revise,Remedy and Cause Verbss,remedy-45.7
secularize,Remedy and Cause Verbss,remedy-45.7
sensationalize,Remedy and Cause Verbss,remedy-45.7
shortchange,Remedy and Cause Verbss,remedy-45.7
silence,Remedy and Cause Verbss,remedy-45.7
singe,Remedy and Cause Verbss,remedy-45.7
sinter,Remedy and Cause Verbss,remedy-45.7
sovietize,Remedy and Cause Verbss,remedy-45.7
sterilize,Remedy and Cause Verbss,remedy-45.7
streamline,Remedy and Cause Verbss,remedy-45.7
subvert,Remedy and Cause Verbss,remedy-45.7
sulfurize,Remedy and Cause Verbss,remedy-45.7
tabulate,Remedy and Cause Verbss,remedy-45.7
taiwanize,Remedy and Cause Verbss,remedy-45.7
tart up,Remedy and Cause Verbss,remedy-45.7
tousle,Remedy and Cause Verbss,remedy-45.7
traumatize,Remedy and Cause Verbss,remedy-45.7
truncate,Remedy and Cause Verbss,remedy-45.7
trivialize,Remedy and Cause Verbss,remedy-45.7
turn-up,Remedy and Cause Verbss,remedy-45.7
turn-down,Remedy and Cause Verbss,remedy-45.7
underfeed,Remedy and Cause Verbss,remedy-45.7
urbanize,Remedy and Cause Verbss,remedy-45.7
ventilate,Remedy and Cause Verbss,remedy-45.7
vulgarize,Remedy and Cause Verbss,remedy-45.7
abolish,Verbs of Removing,remove-10.1
abstract,Verbs of Removing,remove-10.1
cull,Verbs of Removing,remove-10.1
cut_off,Verbs of Removing,remove-10.1
deburr,Verbs of Removing,remove-10.1
deduct,Verbs of Removing,remove-10.1
delete,Verbs of Removing,remove-10.1
depose,Verbs of Removing,remove-10.1
disgorge,Verbs of Removing,remove-10.1
dislodge,Verbs of Removing,remove-10.1
disengage,Verbs of Removing,remove-10.1
draw,Verbs of Removing,remove-10.1
eject,Verbs of Removing,remove-10.1
eliminate,Verbs of Removing,remove-10.1
eradicate,Verbs of Removing,remove-10.1
excise,Verbs of Removing,remove-10.1
excommunicate,Verbs of Removing,remove-10.1
expel,Verbs of Removing,remove-10.1
extirpate,Verbs of Removing,remove-10.1
extract,Verbs of Removing,remove-10.1
extrude,Verbs of Removing,remove-10.1
kill,Verbs of Removing,remove-10.1
lift,Verbs of Removing,remove-10.1
lop,Verbs of Removing,remove-10.1
lose,Verbs of Removing,remove-10.1
omit,Verbs of Removing,remove-10.1
ostracize,Verbs of Removing,remove-10.1
partition,Verbs of Removing,remove-10.1
pry,Verbs of Removing,remove-10.1
pull,Verbs of Removing,remove-10.1
raise,Verbs of Removing,remove-10.1
reap,Verbs of Removing,remove-10.1
ream,Verbs of Removing,remove-10.1
render,Verbs of Removing,remove-10.1
retract,Verbs of Removing,remove-10.1
roust,Verbs of Removing,remove-10.1
separate,Verbs of Removing,remove-10.1
shoo,Verbs of Removing,remove-10.1
strip,Verbs of Removing,remove-10.1
subtract,Verbs of Removing,remove-10.1
take,Verbs of Removing,remove-10.1
take_away,Verbs of Removing,remove-10.1
take_out,Verbs of Removing,remove-10.1
take_off,Verbs of Removing,remove-10.1
uproot,Verbs of Removing,remove-10.1
winkle,Verbs of Removing,remove-10.1
wrench,Verbs of Removing,remove-10.1
withdraw,Verbs of Removing,remove-10.1
oust,Verbs of Removing,remove-10.1
discharge,Verbs of Removing,remove-10.1
dismiss,Verbs of Removing,remove-10.1
evict,Verbs of Removing,remove-10.1
remove,Verbs of Removing,remove-10.1
sever,Verbs of Removing,remove-10.1
extinguish,Verbs of Removing,remove-10.1
prise,Verbs of Removing,remove-10.1
drive,Render and Change Verbss,render-29.90
render,Render and Change Verbss,render-29.90
take,Render and Change Verbss,render-29.90
leave,Render and Change Verbss,render-29.90
be,Representation and Misrepresent Verbss,representation-110.1
denote,Representation and Misrepresent Verbss,representation-110.1
mean,Representation and Misrepresent Verbss,representation-110.1
represent,Representation and Misrepresent Verbss,representation-110.1
signify,Representation and Misrepresent Verbss,representation-110.1
symbolize,Representation and Misrepresent Verbss,representation-110.1
take,Require Verbs,require-103
leave_office,Verbs of Removing,resign-10.11
step_down,Verbs of Removing,resign-10.11
walk_out,Verbs of Removing,resign-10.11
react,Respond and Answer Verbss,respond-113
rebel,Respond and Answer Verbss,respond-113
reply,Respond and Answer Verbss,respond-113
respond,Respond and Answer Verbss,respond-113
retaliate,Respond and Answer Verbss,respond-113
cause,Result and Cause Verbss,result-27.2
lead,Result and Cause Verbss,result-27.2
lead_up,Result and Cause Verbss,result-27.2
result,Result and Cause Verbss,result-27.2
bet,Risk Verbs,risk-94
gamble,Risk Verbs,risk-94
punt,Risk Verbs,risk-94
venture,Risk Verbs,risk-94
wager,Risk Verbs,risk-94
rob,Rob and Steal Verbss,rob-10.6.4
bleed,Rob and Steal Verbss,rob-10.6.4
strip,Rob and Steal Verbss,rob-10.6.4
milk,Rob and Steal Verbss,rob-10.6.4
cull,Rob and Steal Verbss,rob-10.6.4
bounce,Verbs of Motion,roll-51.3.1
coil,Verbs of Motion,roll-51.3.1
drift,Verbs of Motion,roll-51.3.1
drop,Verbs of Motion,roll-51.3.1
float,Verbs of Motion,roll-51.3.1
glide,Verbs of Motion,roll-51.3.1
move,Verbs of Motion,roll-51.3.1
nose,Verbs of Motion,roll-51.3.1
revolve,Verbs of Motion,roll-51.3.1
roll,Verbs of Motion,roll-51.3.1
rotate,Verbs of Motion,roll-51.3.1
slide,Verbs of Motion,roll-51.3.1
snake,Verbs of Motion,roll-51.3.1
soar,Verbs of Motion,roll-51.3.1
spin,Verbs of Motion,roll-51.3.1
spiral,Verbs of Motion,roll-51.3.1
swing,Verbs of Motion,roll-51.3.1
turn,Verbs of Motion,roll-51.3.1
twirl,Verbs of Motion,roll-51.3.1
twist,Verbs of Motion,roll-51.3.1
undulate,Verbs of Motion,roll-51.3.1
whirl,Verbs of Motion,roll-51.3.1
wind,Verbs of Motion,roll-51.3.1
bore,Verbs of Searching,rummage-35.5
burrow,Verbs of Searching,rummage-35.5
fumble,Verbs of Searching,rummage-35.5
go,Verbs of Searching,rummage-35.5
leaf,Verbs of Searching,rummage-35.5
listen,Verbs of Searching,rummage-35.5
look,Verbs of Searching,rummage-35.5
page,Verbs of Searching,rummage-35.5
poke,Verbs of Searching,rummage-35.5
scrabble,Verbs of Searching,rummage-35.5
scratch,Verbs of Searching,rummage-35.5
amble,Verbs of Motion,run-51.3.2
ambulate,Verbs of Motion,run-51.3.2
backpack,Verbs of Motion,run-51.3.2
bolt,Verbs of Motion,run-51.3.2
bound,Verbs of Motion,run-51.3.2
breeze,Verbs of Motion,run-51.3.2
bustle,Verbs of Motion,run-51.3.2
caper,Verbs of Motion,run-51.3.2
carom,Verbs of Motion,run-51.3.2
cavort,Verbs of Motion,run-51.3.2
charge,Verbs of Motion,run-51.3.2
chunter,Verbs of Motion,run-51.3.2
clamber,Verbs of Motion,run-51.3.2
climb,Verbs of Motion,run-51.3.2
clump,Verbs of Motion,run-51.3.2
crawl,Verbs of Motion,run-51.3.2
creep,Verbs of Motion,run-51.3.2
dodder,Verbs of Motion,run-51.3.2
falter,Verbs of Motion,run-51.3.2
flit,Verbs of Motion,run-51.3.2
flounce,Verbs of Motion,run-51.3.2
frolic,Verbs of Motion,run-51.3.2
gallivant,Verbs of Motion,run-51.3.2
gambol,Verbs of Motion,run-51.3.2
ghost,Verbs of Motion,run-51.3.2
globetrot,Verbs of Motion,run-51.3.2
goose_step,Verbs of Motion,run-51.3.2
hike,Verbs of Motion,run-51.3.2
hitchhike,Verbs of Motion,run-51.3.2
hopscotch,Verbs of Motion,run-51.3.2
jounce,Verbs of Motion,run-51.3.2
limp,Verbs of Motion,run-51.3.2
lollop,Verbs of Motion,run-51.3.2
lumber,Verbs of Motion,run-51.3.2
lurch,Verbs of Motion,run-51.3.2
meander,Verbs of Motion,run-51.3.2
mince,Verbs of Motion,run-51.3.2
mosey,Verbs of Motion,run-51.3.2
nip,Verbs of Motion,run-51.3.2
pace,Verbs of Motion,run-51.3.2
pootle,Verbs of Motion,run-51.3.2
pounce,Verbs of Motion,run-51.3.2
pussyfoot,Verbs of Motion,run-51.3.2
roar,Verbs of Motion,run-51.3.2
romp,Verbs of Motion,run-51.3.2
sashay,Verbs of Motion,run-51.3.2
saunter,Verbs of Motion,run-51.3.2
scamper,Verbs of Motion,run-51.3.2
scram,Verbs of Motion,run-51.3.2
scramble,Verbs of Motion,run-51.3.2
scud,Verbs of Motion,run-51.3.2
scurry,Verbs of Motion,run-51.3.2
scutter,Verbs of Motion,run-51.3.2
scuttle,Verbs of Motion,run-51.3.2
seesaw,Verbs of Motion,run-51.3.2
shamble,Verbs of Motion,run-51.3.2
shuffle,Verbs of Motion,run-51.3.2
sidle,Verbs of Motion,run-51.3.2
skedaddle,Verbs of Motion,run-51.3.2
skid,Verbs of Motion,run-51.3.2
skulk,Verbs of Motion,run-51.3.2
sleepwalk,Verbs of Motion,run-51.3.2
slink,Verbs of Motion,run-51.3.2
slither,Verbs of Motion,run-51.3.2
slog,Verbs of Motion,run-51.3.2
slouch,Verbs of Motion,run-51.3.2
somersault,Verbs of Motion,run-51.3.2
sprint,Verbs of Motion,run-51.3.2
spring,Verbs of Motion,run-51.3.2
stagger,Verbs of Motion,run-51.3.2
step,Verbs of Motion,run-51.3.2
stomp,Verbs of Motion,run-51.3.2
stray,Verbs of Motion,run-51.3.2
streak,Verbs of Motion,run-51.3.2
stumble,Verbs of Motion,run-51.3.2
stump,Verbs of Motion,run-51.3.2
swag,Verbs of Motion,run-51.3.2
swagger,Verbs of Motion,run-51.3.2
swan,Verbs of Motion,run-51.3.2
swerve,Verbs of Motion,run-51.3.2
tear,Verbs of Motion,run-51.3.2
tiptoe,Verbs of Motion,run-51.3.2
toddle,Verbs of Motion,run-51.3.2
toil,Verbs of Motion,run-51.3.2
tootle,Verbs of Motion,run-51.3.2
totter,Verbs of Motion,run-51.3.2
tread,Verbs of Motion,run-51.3.2
troop,Verbs of Motion,run-51.3.2
trundle,Verbs of Motion,run-51.3.2
waddle,Verbs of Motion,run-51.3.2
weave,Verbs of Motion,run-51.3.2
wend,Verbs of Motion,run-51.3.2
whiz,Verbs of Motion,run-51.3.2
worm,Verbs of Motion,run-51.3.2
yaw,Verbs of Motion,run-51.3.2
zigzag,Verbs of Motion,run-51.3.2
zoom,Verbs of Motion,run-51.3.2
hasten,Verbs of Lingering and Rushing,rush-53.2
hurry,Verbs of Lingering and Rushing,rush-53.2
rush,Verbs of Lingering and Rushing,rush-53.2
exceed,Satisfy and Dissatisfy Verbss,satisfy-55.7
fulfill,Satisfy and Dissatisfy Verbss,satisfy-55.7
meet,Satisfy and Dissatisfy Verbss,satisfy-55.7
sate,Satisfy and Dissatisfy Verbss,satisfy-55.7
satiate,Satisfy and Dissatisfy Verbss,satisfy-55.7
satisfy,Satisfy and Dissatisfy Verbss,satisfy-55.7
be_like,Verbs of Communication,say-37.7
continue,Verbs of Communication,say-37.7
go,Verbs of Communication,say-37.7
go_like,Verbs of Communication,say-37.7
go_on,Verbs of Communication,say-37.7
copy,Image Creation Verbs,scribble-25.2
forge,Image Creation Verbs,scribble-25.2
jot,Image Creation Verbs,scribble-25.2
jot_down,Image Creation Verbs,scribble-25.2
misspell,Image Creation Verbs,scribble-25.2
spell,Image Creation Verbs,scribble-25.2
take,Image Creation Verbs,scribble-25.2
take_down,Image Creation Verbs,scribble-25.2
trace,Image Creation Verbs,scribble-25.2
underscore,Image Creation Verbs,scribble-25.2
underline,Image Creation Verbs,scribble-25.2
check,Verbs of Searching,search-35.2
comb,Verbs of Searching,search-35.2
dive,Verbs of Searching,search-35.2
drag,Verbs of Searching,search-35.2
dredge,Verbs of Searching,search-35.2
excavate,Verbs of Searching,search-35.2
nose,Verbs of Searching,search-35.2
patrol,Verbs of Searching,search-35.2
plumb,Verbs of Searching,search-35.2
probe,Verbs of Searching,search-35.2
prospect,Verbs of Searching,search-35.2
prowl,Verbs of Searching,search-35.2
quarry,Verbs of Searching,search-35.2
rake,Verbs of Searching,search-35.2
rifle,Verbs of Searching,search-35.2
scavenge,Verbs of Searching,search-35.2
scour,Verbs of Searching,search-35.2
scout,Verbs of Searching,search-35.2
search,Verbs of Searching,search-35.2
shop,Verbs of Searching,search-35.2
sift,Verbs of Searching,search-35.2
sweep,Verbs of Searching,search-35.2
trawl,Verbs of Searching,search-35.2
troll,Verbs of Searching,search-35.2
watch,Verbs of Searching,search-35.2
quest,Verbs of Searching,search-35.2
can_tell,Verbs of Perception,see-30.1
smell,Verbs of Perception,see-30.1
taste,Verbs of Perception,see-30.1
smell,Seem Verbs,seem-109
sound,Seem Verbs,seem-109
taste,Seem Verbs,seem-109
keep,Seem Verbs,seem-109
convey,Verbs of Sending and Carrying,send-11.1
deliver,Verbs of Sending and Carrying,send-11.1
dispatch,Verbs of Sending and Carrying,send-11.1
drive,Verbs of Sending and Carrying,send-11.1
handdeliver,Verbs of Sending and Carrying,send-11.1
pass_on,Verbs of Sending and Carrying,send-11.1
port,Verbs of Sending and Carrying,send-11.1
post,Verbs of Sending and Carrying,send-11.1
return,Verbs of Sending and Carrying,send-11.1
shift,Verbs of Sending and Carrying,send-11.1
shunt,Verbs of Sending and Carrying,send-11.1
transfer,Verbs of Sending and Carrying,send-11.1
transport,Verbs of Sending and Carrying,send-11.1
export,Verbs of Sending and Carrying,send-11.1
import,Verbs of Sending and Carrying,send-11.1
transship,Verbs of Sending and Carrying,send-11.1
disassociate,Verbs of Separating and Disassembling,separate-23.1
sever,Verbs of Separating and Disassembling,separate-23.1
uncoil,Verbs of Separating and Disassembling,separate-23.1
behold,Verbs of Perception,sight-30.2
descry,Verbs of Perception,sight-30.2
espy,Verbs of Perception,sight-30.2
experience,Verbs of Perception,sight-30.2
eye,Verbs of Perception,sight-30.2
glimpse,Verbs of Perception,sight-30.2
make_out,Verbs of Perception,sight-30.2
note,Verbs of Perception,sight-30.2
observe,Verbs of Perception,sight-30.2
overhear,Verbs of Perception,sight-30.2
perceive,Verbs of Perception,sight-30.2
recognize,Verbs of Perception,sight-30.2
savor,Verbs of Perception,sight-30.2
scent,Verbs of Perception,sight-30.2
scent_out,Verbs of Perception,sight-30.2
sight,Verbs of Perception,sight-30.2
spot,Verbs of Perception,sight-30.2
spy,Verbs of Perception,sight-30.2
view,Verbs of Perception,sight-30.2
witness,Verbs of Perception,sight-30.2
sniff,Verbs of Perception,sight-30.2
move,Verbs of Sending and Carrying,slide-11.2
scoot,Verbs of Sending and Carrying,slide-11.2
pull,Verbs of Sending and Carrying,slide-11.2
reek,Verbs of Emission,smell_emission-43.3
smell,Verbs of Emission,smell_emission-43.3
stink,Verbs of Emission,smell_emission-43.3
catnap,Verbs Involving the Body,snooze-40.4
doze,Verbs Involving the Body,snooze-40.4
drowse,Verbs Involving the Body,snooze-40.4
slumber,Verbs Involving the Body,snooze-40.4
snooze,Verbs Involving the Body,snooze-40.4
babble,Verbs of Emission,sound_emission-43.2
bang,Verbs of Emission,sound_emission-43.2
beat,Verbs of Emission,sound_emission-43.2
beep,Verbs of Emission,sound_emission-43.2
bellow,Verbs of Emission,sound_emission-43.2
blare,Verbs of Emission,sound_emission-43.2
blast,Verbs of Emission,sound_emission-43.2
blat,Verbs of Emission,sound_emission-43.2
boom,Verbs of Emission,sound_emission-43.2
bubble,Verbs of Emission,sound_emission-43.2
burble,Verbs of Emission,sound_emission-43.2
burr,Verbs of Emission,sound_emission-43.2
buzz,Verbs of Emission,sound_emission-43.2
caterwaul,Verbs of Emission,sound_emission-43.2
chatter,Verbs of Emission,sound_emission-43.2
chime,Verbs of Emission,sound_emission-43.2
chink,Verbs of Emission,sound_emission-43.2
chir,Verbs of Emission,sound_emission-43.2
chitter,Verbs of Emission,sound_emission-43.2
chug,Verbs of Emission,sound_emission-43.2
